#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar 30 09:56:21 2023
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.155	439	57.180	526
57.205	430	57.230	532
57.256	420	57.282	542
57.306	409	57.332	556
57.357	399	57.383	566
57.408	389	57.433	575
57.459	381	57.484	583
57.509	374	57.534	590
57.560	368	57.586	594
57.610	366	57.636	595
57.661	368	57.687	595
57.712	368	57.737	592
57.763	374	57.788	586
57.814	378	57.839	580
57.864	388	57.890	572
57.915	397	57.940	561
57.966	407	57.991	552
58.017	418	58.041	541
58.067	427	58.093	531
58.118	437	58.143	525
58.168	445	58.194	516
58.220	451	58.244	509
58.270	453	58.295	509
58.321	455	58.345	509
58.371	455	58.397	511
58.422	450	58.447	514
58.472	445	58.498	522
58.524	438	58.548	529
58.574	428	58.599	539
58.625	419	58.650	548
58.675	408	58.701	558
58.726	397	58.751	566
58.777	389	58.802	575
58.828	380	58.852	583
58.878	375	58.904	590
58.929	370	58.954	591
58.979	367	59.005	594
59.031	368	59.055	590
59.081	372	59.106	588
59.132	375	59.157	584
59.182	383	59.208	577
59.233	390	59.258	569
59.283	401	59.309	559
59.335	409	59.359	550
59.385	420	59.410	541
59.436	429	59.461	531
59.486	437	59.512	520
59.537	445	59.562	515
59.588	448	59.613	513
59.639	452	59.663	510
59.689	452	59.715	511
59.740	451	59.765	514
59.790	446	59.816	518
59.842	441	59.866	525
59.892	433	59.917	532
59.943	426	59.968	542
59.993	417	60.019	550
60.044	406	60.069	560
60.094	396	60.120	569
60.146	389	60.170	577
60.196	381	60.221	581
60.247	375	60.272	587
60.297	371	60.323	590
60.348	370	60.373	590
60.399	370	60.424	589
60.450	373	60.474	586
60.500	378	60.526	580
60.551	385	60.576	573
60.601	392	60.627	565
60.653	403	60.677	557
60.703	409	60.728	548
60.754	420	60.779	539
60.804	430	60.830	529
60.855	438	60.881	524
60.905	444	60.931	519
60.957	449	60.982	513
61.007	450	61.032	513
61.058	451	61.084	511
61.108	449	61.134	514
61.159	446	61.185	521
61.210	439	61.235	528
61.261	431	61.286	534
61.311	424	61.337	543
61.362	414	61.388	551
61.412	407	61.438	561
61.464	396	61.489	569
61.514	390	61.539	575
61.565	382	61.591	582
61.615	375	61.641	587
61.666	373	61.692	586
61.717	373	61.742	590
61.768	373	61.793	587
61.818	375	61.843	587
61.869	378	61.895	578
61.919	387	61.945	571
61.970	397	61.996	563
62.021	403	62.046	555
62.072	413	62.097	546
62.122	419	62.148	537
62.173	429	62.199	529
62.223	438	62.249	525
62.275	444	62.300	518
62.325	447	62.350	515
62.376	449	62.402	516
62.426	449	62.452	515
62.477	447	62.503	521
62.528	444	62.553	522
62.579	438	62.604	532
62.629	431	62.654	538
62.680	422	62.706	544
62.730	414	62.756	552
62.781	405	62.807	562
62.832	396	62.857	570
62.883	392	62.908	576
62.933	381	62.959	581
62.984	374	63.010	585
63.034	374	63.060	585
63.086	375	63.111	585
63.136	376	63.161	584
63.187	379	63.213	582
63.237	383	63.263	572
63.288	390	63.314	567
63.339	397	63.364	562
63.390	407	63.415	552
63.440	415	63.465	544
63.491	421	63.517	537
63.541	431	63.567	530
63.592	438	63.618	525
63.643	443	63.668	521
63.694	446	63.719	518
63.744	447	63.770	519
63.795	448	63.821	520
63.845	445	63.871	523
63.897	441	63.922	527
63.947	435	63.972	533
63.998	429	64.024	542
64.048	422	64.074	547
64.099	413	64.125	556
64.150	404	64.175	562
64.201	396	64.226	569
64.251	388	64.277	576
64.302	383	64.328	580
64.352	380	64.378	584
64.403	375	64.429	584
64.454	377	64.479	584
64.505	377	64.530	582
64.556	381	64.581	580
64.606	385	64.632	572
64.657	390	64.682	568
64.708	399	64.733	559
64.759	409	64.783	552
64.809	415	64.835	541
64.860	423	64.885	536
64.910	430	64.936	529
64.962	435	64.986	524
65.012	442	65.037	523
65.063	444	65.088	519
65.113	445	65.139	520
65.164	444	65.189	521
65.214	442	65.240	525
65.266	438	65.290	530
65.316	433	65.341	535
65.367	426	65.392	542
65.417	419	65.443	550
65.468	412	65.493	559
65.519	405	65.544	563
65.570	396	65.594	569
65.620	391	65.646	576
65.671	385	65.696	580
65.721	382	65.747	582
65.773	380	65.797	582
65.823	379	65.848	581
65.874	379	65.899	578
65.924	382	65.950	574
65.975	389	66.000	571
66.025	394	66.051	562
66.077	401	66.101	554
66.127	409	66.152	548
66.178	416	66.203	543
66.228	423	66.254	533
66.279	431	66.304	529
66.330	435	66.355	525
66.381	439	66.405	522
66.431	443	66.457	523
66.482	445	66.507	522
66.532	440	66.558	524
66.584	440	66.608	528
66.634	438	66.659	532
66.685	431	66.710	539
66.735	424	66.761	545
66.786	418	66.811	550
66.837	410	66.862	558
66.888	403	66.912	570
66.938	397	66.963	572
66.989	390	67.014	576
67.039	386	67.065	578
67.090	384	67.115	580
67.141	380	67.166	581
67.192	381	67.216	579
67.242	383	67.268	576
67.293	386	67.318	572
67.343	390	67.369	566
67.395	396	67.419	561
67.445	402	67.470	553
67.496	410	67.521	547
67.546	417	67.572	541
67.597	423	67.623	534
67.648	429	67.673	529
67.699	435	67.724	526
67.749	437	67.774	522
67.800	441	67.826	523
67.850	441	67.876	526
67.901	440	67.927	526
67.952	437	67.977	530
68.003	435	68.028	534
68.053	429	68.079	542
68.104	424	68.130	547
68.154	417	68.180	553
68.206	410	68.231	559
68.256	403	68.281	566
68.307	397	68.333	570
68.357	392	68.383	577
68.408	387	68.434	574
68.459	385	68.484	579
68.510	382	68.535	579
68.560	383	68.585	576
68.611	386	68.637	573
68.661	390	68.687	570
68.712	394	68.738	564
68.763	400	68.788	558
68.814	405	68.839	552
68.864	412	68.890	545
68.915	417	68.941	539
68.965	424	68.991	533
69.017	429	69.042	529
69.067	433	69.092	528
69.118	437	69.144	525
69.168	438	69.194	524
69.219	438	69.245	526
69.270	438	69.295	528
69.321	435	69.346	532
69.371	431	69.397	537
69.422	428	69.448	544
69.472	422	69.498	548
69.523	415	69.549	554
69.574	408	69.599	561
69.625	402	69.650	564
69.675	397	69.701	570
69.726	393	69.752	574
69.776	389	69.802	578
69.828	385	69.853	577
69.878	385	69.903	575
69.929	386	69.955	575
69.979	388	70.005	570
70.030	391	70.056	568
70.081	397	70.106	562
70.132	401	70.157	556
70.182	405	70.208	550
70.233	411	70.259	544
70.283	419	70.309	540
70.334	425	70.360	534
70.385	426	70.410	530
70.436	432	70.461	527
70.486	435	70.512	527
70.537	436	70.563	524
70.587	437	70.613	529
70.639	436	70.664	533
70.689	434	70.714	533
70.740	430	70.766	539
70.790	423	70.816	544
70.841	419	70.867	550
70.892	414	70.917	556
70.943	409	70.968	562
70.993	403	71.019	566
71.044	398	71.070	569
71.094	393	71.120	573
71.145	390	71.171	577
71.196	389	71.221	577
71.247	389	71.272	574
71.297	390	71.323	574
71.348	390	71.374	567
71.398	394	71.424	562
71.450	398	71.475	560
71.500	404	71.525	554
71.551	408	71.577	549
71.601	414	71.627	543
71.652	418	71.678	538
71.703	425	71.728	534
71.754	429	71.779	531
71.804	431	71.830	529
71.855	433	71.881	529
71.905	436	71.931	528
71.957	433	71.982	530
72.007	433	72.032	532
72.058	432	72.083	537
72.108	426	72.134	542
72.159	423	72.185	545
72.209	418	72.235	551
72.261	413	72.286	557
72.311	408	72.336	561
72.362	402	72.388	567
72.412	398	72.438	569
72.463	396	72.489	572
72.514	392	72.539	573
72.565	391	72.590	574
72.615	389	72.641	572
72.666	392	72.692	568
72.716	392	72.742	568
72.768	397	72.793	561
72.818	401	72.843	557
72.869	405	72.894	552
72.919	409	72.945	547
72.970	415	72.996	542
73.020	420	73.046	538
73.072	423	73.097	535
73.122	427	73.147	531
73.173	430	73.199	529
73.223	433	73.249	529
73.274	432	73.300	530
73.325	432	73.350	532
73.376	431	73.401	535
73.426	428	73.452	540
73.477	425	73.503	543
73.527	420	73.553	548
73.579	416	73.604	552
73.629	412	73.654	559
73.680	407	73.705	564
73.730	403	73.756	566
73.781	400	73.807	569
73.831	396	73.857	571
73.883	394	73.908	573
73.933	392	73.958	571
73.984	394	74.010	569
74.034	394	74.060	568
74.085	396	74.111	565
74.136	399	74.161	561
74.187	403	74.212	555
74.237	406	74.263	553
74.288	411	74.314	547
74.338	416	74.364	544
74.390	421	74.415	536
74.440	423	74.465	537
74.491	427	74.517	532
74.541	429	74.567	532
74.592	430	74.618	531
74.642	430	74.668	532
74.694	429	74.719	533
74.744	429	74.769	538
74.795	425	74.821	541
74.845	422	74.871	545
74.896	420	74.922	548
74.947	415	74.972	553
74.998	411	75.023	559
75.048	407	75.074	563
75.099	404	75.125	564
75.149	400	75.175	569
75.201	398	75.226	570
75.251	396	75.276	570
75.302	395	75.328	570
75.352	394	75.378	570
75.403	398	75.429	566
75.453	400	75.479	562
75.505	402	75.530	559
75.555	404	75.580	555
75.606	408	75.632	550
75.656	413	75.682	546
75.707	416	75.733	541
75.758	420	75.783	540
75.809	423	75.834	534
75.859	427	75.885	537
75.910	427	75.936	533
75.960	429	75.986	531
76.012	429	76.037	534
76.062	429	76.087	536
76.113	424	76.139	539
76.163	422	76.189	542
76.214	420	76.240	547
76.264	415	76.290	551
76.316	413	76.341	555
76.366	410	76.391	559
76.417	406	76.443	559
76.467	404	76.493	563
76.518	401	76.544	566
76.570	399	76.594	571
76.620	399	76.645	567
76.671	398	76.696	567
76.721	399	76.747	567
76.772	399	76.797	564
76.823	402	76.848	561
76.874	405	76.898	558
76.924	408	76.950	554
76.975	409	77.000	550
77.025	413	77.051	542
77.077	418	77.101	542
77.127	420	77.152	541
77.178	422	77.202	535
77.228	425	77.254	531
77.279	426	77.304	532
77.329	426	77.355	540
77.381	427	77.405	536
77.431	425	77.456	534
77.482	425	77.507	540
77.532	421	77.558	544
77.583	417	77.608	547
77.634	418	77.659	551
77.685	411	77.709	557
77.735	409	77.761	558
77.786	406	77.811	560
77.836	403	77.862	564
77.888	402	77.912	567
77.938	401	77.963	568
77.989	400	78.013	565
78.039	400	78.065	567
78.090	401	78.115	565
78.140	402	78.166	563
78.192	404	78.216	560
78.242	407	78.267	556
78.293	408	78.318	553
78.343	412	78.369	549
78.394	414	78.419	544
78.445	418	78.470	542
78.496	419	78.520	539
78.546	422	78.572	538
78.597	423	78.622	537
78.647	424	78.673	536
78.699	424	78.723	535
78.749	424	78.774	540
78.800	423	78.824	539
78.850	422	78.876	541
78.901	419	78.926	546
78.951	416	78.977	550
79.003	414	79.027	552
79.053	412	79.078	558
79.104	408	79.129	559
79.154	408	79.180	561
79.205	404	79.230	563
79.256	404	79.281	565
79.307	403	79.331	565
79.357	401	79.383	564
79.408	402	79.433	566
79.458	403	79.484	564
79.510	404	79.534	562
79.560	407	79.585	557
79.611	409	79.635	553
79.661	411	79.687	551
79.712	413	79.738	547
79.762	414	79.788	545
79.814	417	79.839	542
79.864	422	79.889	540
79.915	420	79.941	538
79.965	424	79.991	539
80.016	423	80.042	539
80.067	423	80.092	540
80.118	423	80.143	538
80.168	420	80.194	541
80.219	420	80.245	545
80.269	417	80.295	550
80.321	416	80.346	551
80.371	413	80.396	553
80.422	412	80.448	556
80.472	407	80.498	558
80.523	406	80.549	561
80.573	404	80.599	562
80.625	403	80.650	563
80.675	403	80.700	564
80.726	404	80.752	563
80.776	405	80.802	562
80.827	406	80.853	560
80.878	406	80.903	561
80.929	408	80.954	558
80.979	410	81.005	554
81.030	412	81.056	551
81.080	415	81.106	547
81.132	416	81.157	545
81.182	420	81.207	543
81.233	418	81.259	541
81.283	422	81.309	540
81.334	421	81.360	540
81.384	420	81.410	540
81.436	421	81.461	540
81.486	420	81.511	541
81.537	419	81.563	543
81.587	419	81.613	546
81.638	417	81.664	548
81.689	414	81.714	550
81.740	415	81.765	554
81.790	411	81.816	555
81.841	409	81.867	557
81.891	408	81.917	560
81.943	407	81.968	561
81.993	407	82.018	559
82.044	405	82.070	562
82.094	406	82.120	561
82.145	406	82.171	560
82.195	406	82.221	560
82.247	409	82.272	557
82.297	412	82.322	555
82.348	412	82.374	551
82.398	413	82.424	549
82.449	416	82.475	546
82.500	417	82.525	546
82.551	418	82.576	544
82.601	420	82.627	542
82.652	419	82.678	541
82.702	418	82.728	541
82.754	418	82.779	541
82.804	419	82.829	542
82.855	418	82.881	543
82.905	417	82.931	546
82.956	416	82.982	548
83.006	415	83.032	551
83.058	413	83.083	553
83.108	411	83.133	552
83.159	410	83.185	556
83.209	409	83.235	557
83.260	409	83.286	560
83.311	407	83.336	559
83.362	407	83.387	559
83.413	408	83.438	559
83.463	407	83.489	559
83.514	407	83.539	559
83.565	411	83.590	557
83.616	410	83.640	556
83.666	410	83.692	553
83.717	413	83.742	550
83.767	414	83.793	549
83.819	415	83.843	547
83.869	417	83.894	545
83.920	418	83.944	545
83.970	418	83.996	543
84.021	419	84.046	544
84.071	418	84.097	542
84.123	418	84.147	544
84.173	418	84.198	544
84.224	418	84.249	545
84.274	414	84.300	547
84.325	415	84.350	547
84.376	413	84.401	551
84.427	412	84.451	553
84.477	412	84.503	555
84.528	410	84.553	554
84.578	411	84.604	556
84.630	409	84.654	559
84.680	409	84.705	557
84.731	406	84.755	559
84.781	409	84.807	558
84.832	409	84.857	557
84.882	410	84.908	555
84.934	410	84.958	555
84.984	413	85.009	553
85.035	414	85.060	552
85.085	414	85.111	551
85.136	414	85.161	550
85.187	416	85.212	547
85.238	416	85.262	546
85.288	417	85.314	545
85.339	417	85.364	545
85.389	418	85.415	545
85.441	417	85.465	544
85.491	417	85.516	547
85.542	416	85.566	547
85.592	415	85.618	546
85.643	415	85.668	550
85.693	414	85.719	550
85.745	414	85.769	552
85.795	413	85.820	553
85.846	411	85.871	554
85.896	411	85.922	555
85.947	411	85.972	556
85.998	411	86.023	555
86.049	411	86.073	555
86.099	410	86.125	559
86.150	411	86.175	556
86.200	411	86.226	556
86.252	412	86.276	555
86.302	412	86.327	553
86.353	414	86.377	552
86.403	414	86.429	551
86.454	417	86.480	550
86.504	417	86.530	550
86.556	414	86.581	548
86.606	415	86.631	547
86.657	416	86.683	549
86.707	416	86.733	545
86.758	417	86.784	545
86.809	415	86.834	550
86.860	415	86.885	552
86.910	415	86.936	547
86.961	414	86.987	550
87.011	414	87.037	551
87.063	413	87.088	551
87.113	412	87.138	552
87.164	412	87.190	554
87.214	412	87.240	554
87.265	411	87.291	555
87.315	412	87.341	554
87.367	412	87.392	555
87.417	412	87.442	556
87.468	413	87.494	554
87.518	412	87.544	553
87.569	412	87.595	557
87.620	414	87.645	553
87.671	414	87.696	551
87.721	415	87.747	550
87.772	415	87.798	550
87.822	415	87.848	549
87.874	413	87.899	549
87.924	415	87.949	549
87.975	417	88.001	548
88.025	415	88.051	548
88.076	415	88.102	548
88.126	414	88.152	549
88.178	415	88.203	549
88.228	414	88.253	549
88.279	415	88.305	552
88.329	413	88.355	551
88.380	413	88.406	552
88.431	413	88.456	552
88.482	413	88.507	553
88.532	413	88.558	553
88.583	413	88.609	553
88.633	413	88.659	554
88.685	412	88.710	553
88.735	414	88.760	555
88.786	412	88.812	554
88.836	415	88.862	552
88.887	414	88.913	552
88.937	413	88.963	555
88.989	415	89.014	553
89.039	414	89.064	552
89.090	415	89.116	552
89.140	415	89.166	550
89.191	416	89.217	546
89.242	415	89.267	549
89.293	414	89.318	550
89.343	414	89.369	549
89.394	413	89.420	547
89.444	415	89.470	550
89.496	413	89.521	550
89.546	413	89.571	550
89.597	415	89.623	551
89.647	414	89.673	550
89.698	413	89.724	552
89.749	414	89.774	553
89.800	413	89.825	554
89.850	413	89.875	551
89.901	414	89.927	552
89.951	414	89.977	552
90.002	414	90.028	553
90.053	414	90.078	553
90.104	415	90.129	551
90.154	414	90.180	552
90.205	415	90.231	551
90.255	411	90.281	552
90.307	413	90.332	551
90.357	415	90.382	549
90.408	415	90.434	550
90.458	414	90.484	551
90.509	414	90.535	550
90.560	414	90.585	550
90.611	414	90.636	548
90.661	412	90.686	550
90.712	413	90.738	547
90.762	414	90.788	551
90.813	413	90.839	551
90.864	413	90.889	551
90.915	413	90.940	552
90.966	414	90.991	552
91.016	414	91.042	551
91.067	414	91.092	553
91.118	414	91.143	551
91.169	413	91.193	552
91.219	415	91.245	550
