#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar 30 09:56:21 2023
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.813	425	57.838	582
57.864	427	57.888	570
57.914	425	57.939	555
57.965	427	57.990	542
58.015	425	58.041	529
58.066	424	58.091	517
58.117	421	58.142	506
58.168	419	58.192	500
58.218	416	58.244	493
58.269	413	58.294	491
58.319	408	58.345	493
58.371	405	58.395	494
58.421	403	58.446	503
58.472	399	58.497	514
58.522	396	58.548	522
58.573	397	58.599	535
58.624	396	58.649	550
58.675	395	58.700	563
58.725	398	58.750	575
58.776	399	58.802	586
58.826	402	58.852	596
58.877	405	58.903	601
58.928	408	58.953	606
58.979	413	59.004	608
59.029	417	59.055	607
59.080	422	59.106	601
59.130	424	59.156	593
59.182	429	59.207	583
59.232	431	59.257	573
59.283	433	59.309	560
59.333	432	59.359	547
59.384	432	59.410	534
59.435	432	59.460	523
59.486	426	59.511	513
59.536	422	59.561	504
59.587	419	59.613	498
59.637	415	59.663	496
59.688	410	59.714	496
59.739	405	59.764	498
59.790	401	59.815	503
59.840	397	59.866	512
59.891	394	59.917	521
59.941	392	59.967	533
59.993	391	60.018	545
60.043	390	60.068	558
60.094	391	60.120	569
60.144	395	60.170	580
60.195	395	60.221	589
60.246	401	60.271	595
60.297	407	60.322	600
60.347	411	60.373	603
60.398	416	60.424	602
60.448	422	60.474	599
60.499	427	60.525	593
60.550	431	60.575	583
60.601	434	60.626	574
60.651	436	60.677	563
60.702	439	60.728	551
60.752	436	60.778	541
60.804	436	60.829	529
60.854	433	60.879	519
60.905	426	60.931	511
60.955	423	60.981	506
61.006	418	61.032	503
61.057	413	61.082	500
61.108	406	61.133	499
61.158	401	61.184	504
61.209	396	61.235	510
61.259	391	61.285	522
61.310	389	61.336	531
61.361	387	61.386	541
61.412	385	61.437	552
61.462	387	61.488	563
61.513	388	61.539	574
61.563	393	61.589	584
61.615	397	61.640	590
61.665	401	61.690	594
61.716	408	61.742	597
61.766	414	61.792	595
61.817	421	61.843	593
61.868	426	61.893	588
61.919	432	61.944	582
61.969	436	61.995	575
62.020	440	62.046	565
62.070	439	62.096	555
62.121	442	62.147	544
62.172	440	62.197	534
62.223	436	62.248	524
62.273	433	62.299	517
62.324	427	62.350	510
62.374	423	62.400	507
62.426	415	62.451	505
62.476	408	62.501	508
62.527	402	62.553	509
62.577	396	62.603	515
62.628	391	62.654	520
62.679	386	62.704	529
62.730	384	62.755	538
62.780	384	62.806	549
62.831	383	62.857	558
62.881	385	62.907	568
62.933	388	62.958	577
62.983	391	63.008	584
63.034	399	63.059	588
63.084	405	63.110	594
63.135	412	63.161	591
63.185	419	63.211	589
63.237	427	63.262	587
63.287	432	63.312	580
63.338	437	63.364	574
63.388	441	63.414	566
63.439	446	63.465	557
63.490	445	63.515	548
63.541	443	63.566	539
63.591	439	63.617	531
63.642	437	63.668	523
63.692	433	63.718	518
63.744	425	63.769	513
63.794	418	63.819	510
63.845	412	63.870	513
63.895	404	63.921	512
63.946	396	63.972	517
63.996	391	64.022	523
64.048	385	64.073	528
64.098	382	64.123	538
64.149	379	64.175	546
64.199	382	64.225	555
64.250	380	64.276	562
64.301	385	64.326	571
64.352	389	64.377	578
64.402	397	64.428	582
64.453	403	64.479	585
64.503	409	64.529	585
64.555	419	64.580	587
64.605	425	64.630	582
64.656	432	64.681	577
64.706	437	64.732	571
64.757	442	64.783	566
64.807	446	64.833	559
64.859	446	64.884	550
64.909	447	64.934	543
64.960	445	64.986	536
65.010	440	65.036	529
65.061	438	65.087	524
65.112	428	65.137	519
65.163	422	65.188	517
65.213	414	65.239	518
65.264	406	65.290	517
65.314	398	65.340	520
65.366	391	65.391	520
65.416	386	65.441	531
65.467	381	65.493	537
65.517	380	65.543	544
65.568	378	65.594	552
65.618	378	65.644	558
65.670	381	65.695	565
65.720	386	65.745	571
65.771	392	65.797	575
65.821	399	65.847	579
65.872	407	65.898	580
65.923	415	65.948	578
65.974	423	65.999	578
66.024	431	66.050	574
66.075	438	66.101	571
66.125	442	66.151	565
66.177	447	66.202	559
66.227	449	66.252	552
66.278	449	66.304	546
66.328	445	66.354	541
66.379	444	66.405	534
66.429	438	66.455	529
66.481	434	66.506	526
66.531	425	66.556	522
66.582	417	66.608	521
66.632	410	66.658	523
66.683	400	66.709	525
66.734	393	66.759	529
66.785	386	66.810	531
66.835	381	66.861	538
66.886	379	66.912	545
66.936	377	66.962	550
66.988	378	67.013	555
67.038	380	67.063	561
67.089	380	67.115	566
67.139	389	67.165	571
67.190	396	67.216	573
67.240	403	67.266	575
67.292	412	67.317	578
67.342	421	67.367	574
67.393	429	67.419	569
67.443	436	67.469	568
67.494	443	67.520	564
67.546	447	67.570	559
67.596	450	67.621	554
67.647	450	67.672	549
67.697	449	67.723	543
67.748	446	67.773	540
67.799	444	67.824	534
67.850	436	67.874	533
67.900	428	67.926	529
67.951	420	67.976	526
68.001	411	68.027	528
68.053	403	68.077	533
68.103	394	68.128	530
68.154	389	68.178	536
68.204	383	68.230	538
68.255	379	68.280	543
68.305	376	68.331	548
68.357	375	68.381	553
68.407	375	68.432	558
68.458	383	68.483	561
68.508	387	68.534	564
68.559	394	68.584	567
68.610	401	68.635	569
68.661	410	68.685	571
68.711	418	68.737	567
68.762	426	68.787	566
68.812	434	68.838	564
68.864	440	68.888	563
68.914	446	68.939	558
68.965	449	68.989	554
69.015	452	69.041	550
69.066	449	69.091	545
69.116	448	69.142	542
69.168	444	69.192	539
69.218	439	69.243	537
69.269	431	69.294	535
69.319	423	69.345	535
69.370	415	69.395	535
69.421	406	69.446	532
69.472	399	69.496	538
69.522	391	69.548	539
69.573	384	69.598	540
69.623	379	69.649	544
69.675	377	69.699	548
69.725	375	69.750	552
69.776	377	69.800	555
69.826	381	69.852	558
69.877	382	69.902	558
69.927	392	69.953	562
69.979	399	70.003	562
70.029	407	70.054	564
70.080	415	70.105	563
70.130	424	70.156	560
70.181	432	70.206	559
70.232	439	70.257	560
70.283	444	70.307	556
70.333	447	70.359	553
70.384	447	70.409	550
70.434	450	70.460	548
70.486	449	70.510	545
70.536	445	70.561	543
70.587	440	70.611	541
70.637	434	70.663	541
70.688	426	70.714	539
70.738	418	70.764	538
70.790	410	70.815	539
70.840	401	70.865	541
70.891	393	70.917	541
70.941	387	70.967	545
70.992	383	71.018	547
71.043	378	71.068	550
71.094	377	71.119	551
71.144	378	71.170	552
71.195	380	71.221	554
71.245	383	71.271	556
71.297	390	71.322	556
71.347	396	71.372	559
71.398	404	71.424	558
71.448	412	71.474	555
71.499	420	71.525	557
71.549	429	71.575	555
71.601	437	71.626	554
71.651	441	71.676	553
71.702	446	71.728	549
71.752	449	71.778	549
71.803	450	71.829	550
71.854	450	71.879	547
71.905	447	71.930	545
71.955	441	71.981	545
72.006	436	72.032	545
72.056	428	72.082	545
72.108	420	72.133	545
72.158	412	72.183	544
72.209	403	72.235	545
72.259	395	72.285	545
72.310	390	72.336	547
72.360	386	72.386	547
72.412	380	72.437	549
72.462	380	72.487	550
72.513	379	72.539	551
72.563	381	72.589	552
72.614	386	72.640	552
72.665	388	72.690	554
72.716	394	72.741	552
72.766	402	72.792	552
72.817	410	72.843	550
72.867	418	72.893	553
72.919	426	72.944	552
72.969	432	72.994	549
73.020	440	73.046	553
73.070	444	73.096	550
73.121	447	73.147	549
73.171	450	73.197	549
73.223	447	73.248	549
73.273	446	73.298	548
73.324	443	73.350	546
73.374	437	73.400	548
73.425	429	73.451	549
73.476	423	73.501	549
73.527	415	73.552	549
73.577	407	73.603	549
73.628	400	73.654	549
73.678	393	73.704	550
73.730	388	73.755	550
73.780	383	73.805	551
73.831	383	73.857	551
73.881	380	73.907	550
73.932	379	73.958	550
73.982	386	74.008	550
74.034	389	74.059	546
74.084	394	74.109	548
74.135	400	74.161	550
74.185	407	74.211	548
74.236	415	74.262	549
74.287	422	74.312	549
74.338	430	74.363	547
74.389	437	74.414	549
74.439	442	74.465	546
74.490	444	74.515	550
74.541	446	74.566	549
74.592	447	74.616	551
74.642	445	74.668	551
74.693	441	74.718	551
74.743	436	74.769	552
74.795	431	74.819	549
74.845	425	74.870	553
74.896	417	74.920	553
74.946	410	74.972	552
74.997	404	75.022	550
75.047	397	75.073	553
75.099	391	75.123	552
75.149	386	75.174	551
75.200	383	75.225	552
75.250	382	75.276	550
75.301	383	75.326	551
75.352	384	75.377	548
75.403	387	75.427	546
75.453	394	75.479	543
75.504	400	75.529	546
75.554	406	75.580	546
75.606	414	75.630	544
75.656	420	75.681	544
75.707	427	75.731	544
75.757	433	75.783	546
75.808	438	75.833	546
75.858	441	75.884	548
75.910	444	75.934	550
75.960	447	75.985	550
76.011	443	76.036	552
76.061	442	76.087	551
76.112	437	76.137	554
76.163	431	76.188	555
76.214	426	76.238	556
76.264	419	76.290	556
76.315	412	76.340	560
76.365	406	76.391	554
76.417	400	76.441	553
76.467	395	76.492	555
76.518	390	76.542	552
76.568	389	76.594	551
76.619	385	76.644	549
76.669	387	76.695	548
76.721	386	76.745	547
76.771	388	76.796	546
76.822	396	76.847	544
76.872	399	76.898	543
76.923	405	76.948	541
76.974	412	76.999	542
77.025	418	77.049	543
77.075	425	77.101	542
77.126	430	77.151	545
77.176	434	77.202	542
77.228	438	77.252	547
77.278	438	77.303	547
77.329	439	77.353	551
77.379	439	77.405	553
77.430	440	77.456	554
77.480	435	77.506	555
77.532	430	77.557	554
77.582	426	77.607	559
77.633	421	77.659	558
77.683	416	77.709	558
77.734	409	77.760	558
77.785	402	77.810	557
77.836	398	77.861	554
77.886	394	77.912	554
77.937	391	77.963	553
77.987	387	78.013	550
78.039	389	78.064	548
78.089	389	78.114	546
78.140	391	78.166	545
78.190	395	78.216	541
78.241	399	78.267	541
78.291	404	78.317	539
78.343	410	78.368	541
78.393	415	78.418	541
78.444	420	78.470	538
78.494	426	78.520	541
78.545	431	78.571	545
78.596	435	78.621	547
78.647	437	78.672	548
78.697	438	78.723	552
78.748	437	78.774	553
78.798	437	78.824	555
78.850	433	78.875	556
78.900	430	78.925	558
78.951	427	78.977	560
79.001	421	79.027	561
79.052	417	79.078	561
79.102	410	79.128	558
79.154	406	79.179	558
79.204	401	79.229	557
79.255	399	79.281	555
79.305	395	79.331	553
79.356	393	79.382	549
79.407	392	79.432	547
79.458	391	79.483	546
79.508	394	79.534	543
79.559	398	79.585	542
79.609	398	79.635	539
79.661	404	79.686	539
79.711	409	79.736	539
79.762	414	79.788	541
79.812	418	79.838	540
79.863	423	79.889	543
79.913	428	79.939	542
79.965	430	79.990	545
80.015	433	80.040	548
80.066	435	80.092	550
80.116	434	80.142	553
80.167	434	80.193	556
80.218	435	80.243	558
80.269	430	80.294	559
80.319	427	80.345	561
80.370	423	80.396	561
80.420	418	80.446	560
80.472	413	80.497	563
80.522	408	80.547	559
80.573	404	80.599	559
80.623	401	80.649	556
80.674	398	80.700	554
80.725	396	80.750	551
80.776	395	80.801	547
80.826	396	80.851	545
80.877	395	80.903	543
80.927	398	80.953	540
80.978	402	81.004	541
81.029	404	81.054	535
81.080	408	81.105	537
81.130	412	81.156	539
81.181	415	81.207	535
81.231	421	81.257	541
81.283	424	81.308	541
81.333	428	81.358	545
81.384	431	81.410	547
81.434	431	81.460	549
81.485	432	81.511	553
81.536	432	81.561	556
81.587	429	81.612	557
81.637	427	81.662	561
81.688	426	81.714	561
81.738	424	81.764	563
81.789	419	81.815	562
81.840	415	81.865	566
81.891	411	81.916	560
81.942	408	81.967	560
81.992	405	82.018	554
82.043	400	82.068	554
82.094	400	82.119	552
82.145	398	82.169	548
82.195	400	82.221	546
82.246	401	82.271	543
82.296	400	82.322	540
82.348	404	82.372	538
82.398	405	82.423	537
82.449	408	82.473	537
82.499	412	82.525	537
82.550	415	82.575	542
82.600	419	82.626	541
82.652	421	82.676	541
82.702	425	82.727	543
82.753	427	82.778	547
82.803	428	82.829	550
82.854	427	82.879	553
82.905	429	82.930	555
82.956	428	82.980	558
83.006	428	83.032	560
83.057	424	83.082	562
83.107	421	83.133	563
83.159	420	83.183	566
83.209	416	83.234	564
83.260	413	83.285	562
83.310	410	83.336	560
83.361	408	83.386	554
83.411	405	83.437	558
83.463	403	83.487	552
83.513	403	83.538	548
83.564	402	83.589	546
83.614	401	83.640	544
83.665	402	83.690	540
83.716	405	83.741	538
83.767	408	83.791	537
83.817	409	83.843	536
83.868	411	83.893	536
83.918	414	83.944	536
83.970	417	83.994	538
84.020	420	84.045	539
84.071	421	84.096	547
84.121	423	84.147	545
84.172	425	84.197	549
84.222	425	84.248	551
84.274	425	84.298	555
84.324	426	84.349	558
84.375	426	84.400	562
84.425	423	84.451	562
84.476	421	84.501	563
84.527	420	84.552	563
84.578	417	84.602	562
84.628	415	84.654	565
84.679	411	84.704	558
84.729	410	84.755	560
84.781	410	84.805	556
84.831	407	84.856	552
84.882	407	84.907	550
84.932	405	84.958	546
84.983	403	85.009	544
85.033	405	85.059	541
85.085	406	85.110	538
85.135	409	85.160	537
85.186	409	85.212	535
85.236	409	85.262	536
85.287	413	85.313	536
85.338	415	85.363	538
85.389	417	85.414	539
85.439	419	85.465	543
85.490	420	85.516	546
85.540	421	85.566	549
85.592	422	85.617	551
85.642	422	85.667	554
85.693	423	85.719	557
85.743	421	85.769	560
85.794	421	85.820	560
85.845	420	85.870	562
85.896	420	85.921	564
85.946	419	85.971	563
85.997	416	86.023	563
86.047	414	86.073	560
86.098	414	86.124	560
86.149	411	86.174	556
86.200	410	86.225	552
86.250	409	86.276	549
86.301	409	86.327	547
86.351	409	86.377	544
86.403	411	86.428	542
86.453	408	86.478	539
86.504	410	86.530	540
86.554	410	86.580	537
86.605	412	86.631	536
86.656	414	86.681	536
86.707	415	86.732	537
86.757	416	86.782	541
86.808	417	86.834	543
86.858	420	86.884	546
86.909	419	86.935	547
86.960	418	86.985	551
87.011	419	87.036	555
87.061	422	87.087	556
87.112	420	87.138	560
87.162	417	87.188	560
87.214	418	87.239	562
87.264	417	87.289	562
87.315	415	87.341	563
87.365	416	87.391	562
87.416	415	87.442	560
87.467	414	87.492	557
87.518	414	87.543	556
87.568	413	87.593	556
87.619	412	87.645	549
87.669	412	87.695	547
87.720	412	87.746	544
87.771	412	87.796	542
87.822	412	87.847	540
87.872	412	87.898	538
87.923	415	87.949	537
87.973	414	87.999	537
88.025	414	88.050	538
88.075	414	88.100	539
88.126	415	88.152	541
88.176	417	88.202	542
88.227	416	88.253	543
88.278	416	88.303	550
88.329	416	88.354	548
88.379	416	88.405	554
88.430	417	88.456	556
88.480	416	88.506	558
88.531	416	88.557	559
88.582	413	88.607	561
88.633	417	88.658	561
88.684	417	88.709	562
88.734	417	88.760	561
88.785	416	88.810	560
88.836	415	88.861	560
88.887	415	88.911	556
88.937	415	88.963	553
88.988	415	89.013	552
89.038	414	89.064	547
89.090	415	89.114	546
89.140	414	89.165	542
89.191	415	89.216	541
89.241	416	89.267	541
89.292	415	89.317	538
89.342	413	89.368	538
89.394	417	89.418	539
89.444	414	89.469	540
89.495	414	89.520	540
89.545	415	89.571	543
89.596	415	89.621	547
89.647	415	89.672	547
89.698	415	89.722	549
89.748	415	89.774	555
89.799	415	89.824	553
89.849	416	89.875	557
89.901	413	89.925	559
89.951	416	89.976	561
90.002	415	90.027	560
90.052	416	90.078	560
90.103	416	90.128	559
90.153	416	90.179	560
90.205	416	90.229	558
90.255	416	90.280	554
90.306	416	90.331	553
90.356	416	90.382	552
90.407	416	90.432	550
90.458	415	90.483	547
90.509	416	90.533	544
90.559	415	90.585	542
90.610	415	90.635	540
90.660	415	90.686	539
90.712	416	90.736	538
90.762	416	90.787	540
90.813	413	90.838	540
90.863	416	90.889	541
90.914	415	90.939	544
90.965	415	90.990	545
91.016	415	91.040	550
91.066	415	91.091	549
91.117	415	91.142	553
91.167	415	91.193	554
91.218	416	91.243	556
91.269	416	91.294	558
91.320	416	91.344	559
91.370	415	91.396	560
91.421	416	91.446	559
91.471	416	91.497	560
91.523	416	91.547	558
91.573	415	91.598	558
91.624	417	91.649	555
91.674	415	91.700	553
91.725	416	91.751	549
91.776	416	91.801	548
91.827	416	91.852	545
91.877	415	91.902	544
91.928	416	91.954	543
91.978	417	92.004	541
92.029	415	92.055	541
