#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar 30 09:56:21 2023
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.155	350	57.180	430
57.206	353	57.231	435
57.256	361	57.282	445
57.307	372	57.332	457
57.357	383	57.383	473
57.409	394	57.433	490
57.459	407	57.484	507
57.510	421	57.535	523
57.560	432	57.586	541
57.611	444	57.636	556
57.662	453	57.687	569
57.713	461	57.737	579
57.763	465	57.789	586
57.814	466	57.839	586
57.864	465	57.890	585
57.916	459	57.940	580
57.966	457	57.991	569
58.017	445	58.042	556
58.067	435	58.093	539
58.118	421	58.143	524
58.168	408	58.194	507
58.220	395	58.244	488
58.270	383	58.295	471
58.321	372	58.346	457
58.371	361	58.397	445
58.422	357	58.447	436
58.473	352	58.498	430
58.524	350	58.548	430
58.574	353	58.600	433
58.625	353	58.650	440
58.675	362	58.701	449
58.727	371	58.751	462
58.777	383	58.802	479
58.828	394	58.853	493
58.878	407	58.904	514
58.929	419	58.954	530
58.980	431	59.005	542
59.031	441	59.055	561
59.081	450	59.106	572
59.132	457	59.157	579
59.182	463	59.208	584
59.233	465	59.258	585
59.284	463	59.309	581
59.335	458	59.359	577
59.385	450	59.411	565
59.436	443	59.461	551
59.486	432	59.512	536
59.538	421	59.562	520
59.588	409	59.613	503
59.639	398	59.664	485
59.689	386	59.715	466
59.740	375	59.766	457
59.791	367	59.816	446
59.842	360	59.867	438
59.892	354	59.917	431
59.943	353	59.969	432
59.993	355	60.019	436
60.044	361	60.070	444
60.095	366	60.120	455
60.146	373	60.171	466
60.196	383	60.222	482
60.247	394	60.273	499
60.297	406	60.323	518
60.349	418	60.374	534
60.399	429	60.424	548
60.450	439	60.476	563
60.500	448	60.526	571
60.551	455	60.577	579
60.602	460	60.627	582
60.653	459	60.678	581
60.703	459	60.728	578
60.754	455	60.780	570
60.804	450	60.830	558
60.855	442	60.881	546
60.906	433	60.931	531
60.957	422	60.982	517
61.007	410	61.033	498
61.058	399	61.084	479
61.108	390	61.134	468
61.160	378	61.185	454
61.210	370	61.235	445
61.261	361	61.287	438
61.311	357	61.337	435
61.362	355	61.388	435
61.413	357	61.438	440
61.464	360	61.489	448
61.514	366	61.540	459
61.565	374	61.591	475
61.615	383	61.641	487
61.666	394	61.692	505
61.717	405	61.742	520
61.768	415	61.793	536
61.818	427	61.844	551
61.869	438	61.895	562
61.919	446	61.945	571
61.971	452	61.996	577
62.021	456	62.046	579
62.072	461	62.098	576
62.122	459	62.148	573
62.173	456	62.199	563
62.224	450	62.249	554
62.275	442	62.300	543
62.325	433	62.351	526
62.376	423	62.402	511
62.426	411	62.452	493
62.477	400	62.503	479
62.528	389	62.553	465
62.579	380	62.604	454
62.629	370	62.655	447
62.680	363	62.706	440
62.730	358	62.756	439
62.782	356	62.807	439
62.832	358	62.857	445
62.883	361	62.909	454
62.933	366	62.959	468
62.984	374	63.010	479
63.035	383	63.060	492
63.086	393	63.111	507
63.136	404	63.162	526
63.187	416	63.213	538
63.237	426	63.263	552
63.288	437	63.314	561
63.339	444	63.364	569
63.390	453	63.415	575
63.440	456	63.466	575
63.491	458	63.517	573
63.541	458	63.567	568
63.593	455	63.618	559
63.643	450	63.668	549
63.694	442	63.720	534
63.744	433	63.770	522
63.795	423	63.821	506
63.846	414	63.871	491
63.897	401	63.922	477
63.947	392	63.973	465
63.998	381	64.024	457
64.048	370	64.074	448
64.100	364	64.125	444
64.150	360	64.175	443
64.201	358	64.226	445
64.251	359	64.277	452
64.302	362	64.328	458
64.352	368	64.378	472
64.404	374	64.429	486
64.454	383	64.479	499
64.505	393	64.531	512
64.555	405	64.581	527
64.606	416	64.632	541
64.657	426	64.682	553
64.708	436	64.733	561
64.758	446	64.784	567
64.809	452	64.835	571
64.859	455	64.885	573
64.911	457	64.936	568
64.961	458	64.986	562
65.012	455	65.037	555
65.062	449	65.088	545
65.113	443	65.139	529
65.163	434	65.189	517
65.215	423	65.240	503
65.265	412	65.290	490
65.316	400	65.342	476
65.366	393	65.392	464
65.417	380	65.443	457
65.468	372	65.493	450
65.519	366	65.544	447
65.569	361	65.595	448
65.620	359	65.646	451
65.670	359	65.696	458
65.722	363	65.747	466
65.772	367	65.797	478
65.823	374	65.848	489
65.873	384	65.899	502
65.924	395	65.950	514
65.974	404	66.000	529
66.026	416	66.051	541
66.076	427	66.101	549
66.127	438	66.153	559
66.177	444	66.203	566
66.228	452	66.254	567
66.279	456	66.304	567
66.330	457	66.355	564
66.380	458	66.406	556
66.431	457	66.457	551
66.481	449	66.507	539
66.533	442	66.558	527
66.583	434	66.608	514
66.634	423	66.660	501
66.684	413	66.710	487
66.735	401	66.761	476
66.785	391	66.811	466
66.837	380	66.862	455
66.887	371	66.912	456
66.938	366	66.964	451
66.988	361	67.014	451
67.039	359	67.065	455
67.090	360	67.115	463
67.141	364	67.166	471
67.191	368	67.217	480
67.242	376	67.268	492
67.292	384	67.318	505
67.344	394	67.369	518
67.394	406	67.419	530
67.445	415	67.471	540
67.495	428	67.521	550
67.546	437	67.572	558
67.596	445	67.622	564
67.648	452	67.673	564
67.698	456	67.723	561
67.749	458	67.775	557
67.799	457	67.825	555
67.850	454	67.876	544
67.901	448	67.926	536
67.952	441	67.977	522
68.002	433	68.028	510
68.053	421	68.079	498
68.103	412	68.129	488
68.155	400	68.180	477
68.205	390	68.230	469
68.256	380	68.282	461
68.306	372	68.332	458
68.357	365	68.383	460
68.407	358	68.433	455
68.459	360	68.484	462
68.509	360	68.534	468
68.560	364	68.586	475
68.610	371	68.636	484
68.661	374	68.687	496
68.713	388	68.737	508
68.763	398	68.788	520
68.814	407	68.839	530
68.864	418	68.890	541
68.915	429	68.940	551
68.966	438	68.991	555
69.017	447	69.041	558
69.067	453	69.093	562
69.118	456	69.143	558
69.168	459	69.194	554
69.220	458	69.244	549
69.270	454	69.295	540
69.321	448	69.345	530
69.371	440	69.397	520
69.422	432	69.447	507
69.472	423	69.498	497
69.524	409	69.548	486
69.574	398	69.599	481
69.625	388	69.650	470
69.675	379	69.701	464
69.726	372	69.751	462
69.777	365	69.802	461
69.828	360	69.852	462
69.878	360	69.904	463
69.929	361	69.954	472
69.979	364	70.005	480
70.031	371	70.055	489
70.081	379	70.106	497
70.132	390	70.156	509
70.182	398	70.208	521
70.233	406	70.258	526
70.283	420	70.309	538
70.335	430	70.359	545
70.385	440	70.410	551
70.436	448	70.461	555
70.486	454	70.512	553
70.537	458	70.562	556
70.588	456	70.613	549
70.639	457	70.663	543
70.689	451	70.715	536
70.740	446	70.765	527
70.790	440	70.816	517
70.842	429	70.866	507
70.892	419	70.917	497
70.943	407	70.967	486
70.993	397	71.019	479
71.044	386	71.069	472
71.094	377	71.120	468
71.146	370	71.170	465
71.196	365	71.221	464
71.247	362	71.272	467
71.297	358	71.323	470
71.348	363	71.373	476
71.399	366	71.424	484
71.450	371	71.474	492
71.500	382	71.526	501
71.551	389	71.576	514
71.601	400	71.627	521
71.653	411	71.677	528
71.703	422	71.728	536
71.754	432	71.778	546
71.804	442	71.830	546
71.855	449	71.881	550
71.905	454	71.931	550
71.957	458	71.982	548
72.007	458	72.032	545
72.058	455	72.084	540
72.108	450	72.134	532
72.159	446	72.185	524
72.210	437	72.235	516
72.261	426	72.286	506
72.311	417	72.337	494
72.362	407	72.388	489
72.412	394	72.438	480
72.464	385	72.489	474
72.514	377	72.539	471
72.565	369	72.591	470
72.615	365	72.641	468
72.666	362	72.692	471
72.716	361	72.742	474
72.768	361	72.793	479
72.818	369	72.843	486
72.869	376	72.895	494
72.919	383	72.945	501
72.970	392	72.996	511
73.021	403	73.046	519
73.072	413	73.097	529
73.122	424	73.148	535
73.173	434	73.199	538
73.223	444	73.249	544
73.275	450	73.300	546
73.325	454	73.350	545
73.376	455	73.402	544
73.426	457	73.452	541
73.477	454	73.503	537
73.527	447	73.553	529
73.579	444	73.604	523
73.629	433	73.654	514
73.680	424	73.706	509
73.730	414	73.756	500
73.781	403	73.807	490
73.832	392	73.857	484
73.883	384	73.908	479
73.933	377	73.959	475
73.984	369	74.010	472
74.034	366	74.060	473
74.086	362	74.111	474
74.136	363	74.161	478
74.187	365	74.213	482
74.237	371	74.263	490
74.288	378	74.314	496
74.338	385	74.364	502
74.390	396	74.415	509
74.440	405	74.465	517
74.491	416	74.517	527
74.541	426	74.567	533
74.592	436	74.618	536
74.643	444	74.668	540
74.694	449	74.719	543
74.744	453	74.770	543
74.795	457	74.821	541
74.845	455	74.871	538
74.897	452	74.922	533
74.947	447	74.972	528
74.998	440	75.024	521
75.048	431	75.074	516
75.099	422	75.125	505
75.149	410	75.175	500
75.201	400	75.226	494
75.251	391	75.276	487
75.302	382	75.328	481
75.352	371	75.378	479
75.403	368	75.429	477
75.454	365	75.479	477
75.505	365	75.530	478
75.556	366	75.581	481
75.606	368	75.632	485
75.657	374	75.682	491
75.708	381	75.733	499
75.759	390	75.783	501
75.809	399	75.835	511
75.860	410	75.885	518
75.910	419	75.936	523
75.962	429	75.986	530
76.012	437	76.037	534
76.063	445	76.087	536
76.113	449	76.139	539
76.164	453	76.189	539
76.214	456	76.240	538
76.266	453	76.290	535
76.316	449	76.341	530
76.367	443	76.392	528
76.417	437	76.443	520
76.468	428	76.493	513
76.519	417	76.544	508
76.570	407	76.594	501
76.620	399	76.646	494
76.671	387	76.696	489
76.721	385	76.747	484
76.773	376	76.797	482
76.823	369	76.848	480
76.874	367	76.898	482
76.924	366	76.950	480
76.975	367	77.000	487
77.025	372	77.051	487
77.077	377	77.101	491
77.127	385	77.152	494
77.178	394	77.203	504
77.228	402	77.254	510
77.279	412	77.304	516
77.330	424	77.355	521
77.381	431	77.405	528
77.431	437	77.457	532
77.482	445	77.507	534
77.532	449	77.558	536
77.584	451	77.608	536
77.634	451	77.659	533
77.685	450	77.709	533
77.735	446	77.761	528
77.786	440	77.811	525
77.836	433	77.862	520
77.888	425	77.912	515
77.938	414	77.963	508
77.989	405	78.014	500
78.039	396	78.065	497
78.090	387	78.115	491
78.141	379	78.166	487
78.192	375	78.216	484
78.242	370	78.268	481
78.293	368	78.318	482
78.343	368	78.369	483
78.395	370	78.419	483
78.445	375	78.470	486
78.496	381	78.520	492
78.546	389	78.572	498
78.597	396	78.623	502
78.647	406	78.673	509
78.699	416	78.724	515
78.749	424	78.774	519
78.800	433	78.826	525
78.850	439	78.876	529
78.901	445	78.927	532
78.952	448	78.977	534
79.003	450	79.028	535
79.053	449	79.079	534
79.104	447	79.130	532
79.154	443	79.180	529
79.206	436	79.231	525
79.256	428	79.281	520
79.307	423	79.333	515
79.357	411	79.383	509
79.408	403	79.434	504
79.458	395	79.484	498
79.510	387	79.535	494
79.560	379	79.585	487
79.611	375	79.637	487
79.661	372	79.687	485
79.712	370	79.738	483
79.763	371	79.788	485
79.814	374	79.839	485
79.864	378	79.890	489
79.915	385	79.941	494
79.965	391	79.991	498
80.017	400	80.042	503
80.067	409	80.092	508
80.118	419	80.144	515
80.168	425	80.194	519
80.219	433	80.245	522
80.269	438	80.295	529
80.321	444	80.346	530
80.371	447	80.396	532
80.422	447	80.448	532
80.472	447	80.498	535
80.523	441	80.549	529
80.574	438	80.599	528
80.625	434	80.650	526
80.675	426	80.701	520
80.726	417	80.752	515
80.776	408	80.802	509
80.828	400	80.853	505
80.878	393	80.903	497
80.929	386	80.955	495
80.979	381	81.005	490
81.030	376	81.056	488
81.080	374	81.106	485
81.132	373	81.157	485
81.182	372	81.207	486
81.233	378	81.259	487
81.283	383	81.309	490
81.334	388	81.360	493
81.385	397	81.410	499
81.436	404	81.461	503
81.486	413	81.512	508
81.537	420	81.563	514
81.587	427	81.613	520
81.639	434	81.664	527
81.689	441	81.714	526
81.740	443	81.766	529
81.790	445	81.816	532
81.841	443	81.867	531
81.892	443	81.917	532
81.943	439	81.968	529
81.993	434	82.018	527
82.044	427	82.070	523
82.094	422	82.120	519
82.145	415	82.171	515
82.196	406	82.221	511
82.247	398	82.272	505
82.297	392	82.323	500
82.348	386	82.374	495
82.398	380	82.424	491
82.450	378	82.475	492
82.500	375	82.525	487
82.551	377	82.577	486
82.601	381	82.627	486
82.652	381	82.678	488
82.703	386	82.728	491
82.754	392	82.779	493
82.804	399	82.829	499
82.855	407	82.881	503
82.905	413	82.931	507
82.956	422	82.982	513
83.007	429	83.032	515
83.058	436	83.083	522
83.109	439	83.134	526
83.159	442	83.185	529
83.210	443	83.235	530
83.261	444	83.286	532
83.312	440	83.336	531
83.362	435	83.388	529
83.413	432	83.438	526
83.463	425	83.489	523
83.515	418	83.539	519
83.565	412	83.590	514
83.616	404	83.640	508
83.666	397	83.692	505
83.717	390	83.742	498
83.767	388	83.793	496
83.819	383	83.843	493
83.869	380	83.894	490
83.920	380	83.945	487
83.970	379	83.996	487
84.021	384	84.046	488
84.072	387	84.097	488
84.123	389	84.147	492
84.173	397	84.199	494
84.224	404	84.249	499
84.274	410	84.300	503
84.326	416	84.350	507
84.376	423	84.401	512
84.427	430	84.452	518
84.477	434	84.503	521
84.528	438	84.553	525
84.578	439	84.604	528
84.630	439	84.654	530
84.680	441	84.705	530
84.731	435	84.756	530
84.781	434	84.807	529
84.832	427	84.857	525
84.883	423	84.908	523
84.934	416	84.958	518
84.984	409	85.010	514
85.035	402	85.060	510
85.085	396	85.111	504
