#Creator: pendulumviewEventBuffer
#Creation time: Sun Jan 11 01:39:54 2009
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.509	408	57.535	562
57.559	409	57.585	564
57.610	412	57.636	566
57.661	414	57.686	565
57.712	415	57.737	561
57.762	418	57.788	555
57.813	419	57.839	548
57.863	419	57.889	538
57.914	421	57.940	527
57.965	421	57.990	515
58.016	421	58.041	505
58.066	419	58.092	494
58.117	418	58.143	484
58.167	416	58.193	478
58.219	414	58.244	472
58.269	412	58.294	468
58.320	409	58.346	468
58.370	406	58.396	471
58.421	404	58.447	475
58.472	403	58.497	480
58.523	402	58.548	490
58.573	399	58.599	499
58.624	398	58.650	510
58.674	399	58.700	521
58.726	399	58.751	533
58.776	400	58.801	542
58.827	403	58.852	550
58.877	404	58.903	557
58.928	408	58.954	561
58.978	410	59.004	563
59.030	413	59.055	563
59.080	417	59.105	560
59.131	419	59.157	555
59.181	421	59.207	548
59.232	424	59.258	539
59.283	424	59.308	529
59.334	425	59.359	519
59.384	425	59.410	508
59.435	424	59.461	500
59.485	422	59.511	489
59.537	420	59.562	482
59.587	418	59.612	478
59.638	414	59.663	472
59.688	411	59.714	472
59.739	406	59.765	473
59.789	404	59.815	476
59.841	401	59.866	481
59.891	397	59.916	489
59.942	396	59.968	498
59.992	395	60.018	508
60.043	394	60.069	518
60.094	395	60.119	526
60.145	396	60.170	537
60.195	399	60.221	545
60.246	402	60.272	551
60.296	405	60.322	557
60.348	409	60.373	559
60.398	413	60.423	560
60.449	416	60.474	557
60.499	420	60.525	554
60.550	424	60.576	548
60.600	426	60.626	540
60.652	428	60.677	531
60.702	428	60.727	523
60.753	429	60.779	512
60.803	428	60.829	504
60.854	426	60.880	495
60.905	423	60.930	487
60.956	421	60.981	481
61.006	416	61.032	478
61.057	412	61.083	476
61.107	408	61.133	475
61.159	403	61.184	478
61.209	399	61.234	483
61.260	396	61.286	490
61.310	394	61.336	495
61.361	392	61.387	505
61.411	391	61.437	514
61.463	391	61.488	522
61.513	392	61.538	533
61.564	395	61.590	541
61.614	398	61.640	548
61.665	401	61.691	551
61.716	406	61.741	554
61.767	411	61.792	556
61.817	415	61.843	555
61.868	420	61.894	552
61.918	424	61.944	547
61.970	427	61.995	541
62.020	431	62.045	533
62.071	432	62.097	526
62.121	432	62.147	517
62.172	432	62.198	507
62.222	430	62.248	500
62.274	428	62.299	493
62.324	423	62.349	487
62.375	419	62.401	483
62.425	415	62.451	480
62.476	409	62.502	480
62.527	405	62.552	481
62.578	399	62.603	484
62.628	395	62.654	490
62.679	391	62.705	496
62.729	389	62.755	504
62.781	388	62.806	512
62.831	388	62.856	519
62.882	389	62.908	528
62.932	391	62.958	535
62.983	395	63.009	541
63.033	400	63.059	546
63.085	404	63.110	549
63.135	409	63.160	551
63.186	415	63.212	551
63.236	419	63.262	549
63.287	426	63.313	546
63.339	428	63.363	540
63.389	432	63.414	534
63.440	435	63.465	527
63.490	435	63.516	520
63.541	434	63.566	512
63.592	433	63.617	504
63.643	430	63.667	497
63.693	427	63.719	492
63.744	422	63.769	487
63.794	417	63.820	485
63.846	411	63.870	484
63.896	405	63.921	484
63.947	400	63.971	488
63.997	394	64.023	492
64.048	391	64.073	496
64.098	388	64.124	502
64.150	385	64.174	511
64.200	385	64.225	518
64.251	385	64.276	524
64.301	388	64.327	531
64.352	391	64.377	536
64.403	396	64.428	541
64.454	401	64.478	545
64.504	406	64.530	547
64.555	411	64.580	546
64.605	419	64.631	545
64.657	424	64.681	542
64.707	428	64.732	539
64.758	433	64.782	534
64.808	436	64.834	528
64.859	437	64.884	521
64.909	437	64.935	514
64.961	436	64.985	508
65.011	434	65.036	502
65.062	429	65.087	497
65.112	425	65.138	493
65.163	420	65.188	490
65.214	413	65.239	490
65.265	406	65.289	488
65.315	402	65.341	491
65.366	395	65.391	493
65.416	390	65.442	497
65.468	386	65.492	502
65.518	385	65.543	508
65.569	384	65.593	515
65.619	384	65.645	521
65.670	385	65.695	527
65.720	389	65.746	532
65.772	394	65.796	536
65.822	398	65.847	539
65.873	404	65.898	541
65.923	411	65.949	541
65.974	416	65.999	540
66.025	423	66.050	538
66.076	428	66.100	537
66.126	433	66.152	533
66.177	437	66.202	528
66.227	438	66.253	523
66.279	440	66.303	517
66.329	438	66.354	513
66.380	437	66.404	507
66.430	433	66.456	502
66.481	428	66.507	498
66.531	421	66.557	496
66.583	415	66.608	494
66.633	409	66.658	493
66.684	402	66.710	494
66.734	396	66.760	497
66.785	390	66.811	500
66.836	387	66.861	504
66.887	384	66.912	509
66.937	382	66.963	512
66.988	382	67.014	518
67.038	384	67.064	523
67.090	385	67.115	526
67.140	391	67.165	532
67.191	395	67.217	533
67.241	402	67.267	536
67.292	408	67.318	538
67.342	414	67.368	537
67.394	422	67.419	536
67.444	427	67.469	534
67.495	432	67.521	530
67.545	436	67.571	527
67.596	439	67.622	522
67.647	439	67.672	518
67.698	439	67.723	514
67.748	438	67.774	510
67.799	434	67.825	506
67.849	430	67.875	502
67.901	425	67.926	501
67.951	417	67.976	500
68.002	412	68.028	499
68.052	405	68.078	500
68.103	398	68.129	500
68.153	392	68.179	503
68.205	388	68.230	505
68.255	384	68.280	509
68.306	381	68.332	512
68.356	382	68.382	516
68.407	383	68.433	519
68.458	385	68.483	524
68.509	389	68.534	527
68.559	394	68.585	529
68.610	400	68.636	530
68.660	406	68.686	531
68.712	412	68.737	531
68.762	419	68.787	531
68.813	426	68.839	531
68.863	431	68.889	527
68.914	435	68.940	525
68.964	439	68.990	522
69.016	440	69.041	520
69.066	441	69.091	517
69.117	439	69.143	513
69.167	436	69.193	511
69.218	432	69.244	508
69.269	426	69.294	506
69.320	420	69.345	504
69.370	414	69.396	505
69.421	406	69.447	504
69.471	399	69.497	505
69.523	393	69.548	506
69.573	389	69.598	508
69.624	385	69.650	510
69.674	383	69.700	513
69.725	380	69.751	515
69.775	381	69.801	517
69.827	384	69.852	520
69.877	388	69.902	523
69.928	393	69.954	525
69.978	398	70.004	526
70.029	405	70.055	527
70.080	410	70.105	526
70.131	418	70.156	527
70.182	424	70.207	526
70.232	430	70.258	524
70.283	434	70.308	523
70.334	438	70.359	521
70.385	439	70.409	519
70.435	441	70.461	517
70.486	440	70.511	515
70.536	437	70.562	513
70.588	433	70.612	512
70.638	428	70.663	510
70.689	421	70.713	509
70.739	416	70.765	509
70.790	409	70.815	509
70.840	403	70.866	509
70.892	396	70.916	511
70.942	391	70.967	512
70.993	386	71.018	513
71.043	384	71.069	515
71.094	383	71.119	516
71.145	382	71.170	517
71.196	383	71.220	518
71.246	385	71.272	520
71.297	391	71.322	521
71.347	395	71.373	522
71.399	402	71.423	523
71.449	409	71.474	522
71.500	415	71.524	521
71.550	421	71.576	521
71.601	428	71.626	521
71.651	433	71.677	520
71.703	437	71.727	519
71.753	440	71.778	519
71.804	440	71.829	517
71.854	439	71.880	515
71.905	438	71.930	517
71.956	434	71.981	515
72.007	429	72.031	514
72.057	424	72.083	513
72.108	417	72.133	515
72.158	409	72.184	512
72.210	404	72.234	514
72.260	398	72.285	514
72.311	393	72.335	515
72.361	387	72.387	515
72.412	384	72.437	516
72.462	383	72.488	516
72.514	383	72.538	516
72.564	384	72.589	518
72.615	387	72.640	517
72.665	391	72.691	518
72.716	394	72.741	517
72.767	401	72.792	519
72.818	407	72.842	518
72.868	413	72.894	518
72.919	420	72.944	516
72.969	426	72.995	518
73.021	430	73.045	516
73.071	434	73.096	518
73.122	436	73.146	517
73.172	438	73.198	516
73.223	437	73.249	517
73.273	436	73.299	517
73.325	434	73.350	516
73.375	429	73.400	517
73.426	426	73.452	517
73.476	418	73.502	517
73.527	413	73.553	519
73.578	406	73.603	517
73.629	401	73.654	518
73.679	395	73.705	517
73.730	391	73.756	517
73.780	387	73.806	516
73.832	385	73.857	516
73.882	383	73.907	516
73.933	385	73.959	515
73.983	387	74.009	517
74.034	390	74.060	515
74.084	394	74.110	515
74.136	399	74.161	515
74.186	405	74.211	515
74.237	412	74.263	515
74.287	418	74.313	516
74.338	423	74.364	515
74.389	427	74.414	515
74.440	431	74.465	515
74.490	434	74.516	517
74.541	437	74.567	516
74.591	436	74.617	517
74.643	436	74.668	518
74.693	433	74.718	519
74.744	429	74.770	519
74.794	423	74.820	519
74.845	420	74.871	521
74.895	414	74.921	520
74.947	408	74.972	520
74.997	403	75.022	519
75.048	398	75.074	519
75.098	393	75.124	518
75.149	390	75.175	517
75.200	388	75.225	517
75.251	387	75.276	516
75.301	386	75.327	515
75.352	387	75.378	513
75.402	391	75.428	515
75.454	395	75.479	512
75.504	399	75.529	513
75.555	404	75.581	513
75.605	410	75.631	513
75.656	414	75.682	512
75.706	420	75.732	514
75.758	425	75.783	515
75.808	428	75.833	516
75.859	432	75.885	517
75.909	434	75.935	516
75.960	433	75.986	518
76.011	435	76.036	520
76.062	433	76.087	522
76.112	429	76.138	521
76.163	424	76.189	522
76.213	420	76.239	522
76.265	416	76.290	521
76.315	409	76.340	522
76.366	405	76.392	521
76.416	401	76.442	520
76.467	395	76.493	519
76.518	392	76.543	517
76.569	390	76.594	517
76.619	389	76.644	515
76.670	389	76.696	515
76.720	389	76.746	513
76.771	391	76.797	511
76.822	395	76.847	511
76.873	399	76.898	512
76.923	404	76.949	512
76.974	409	77.000	512
77.024	414	77.050	511
77.076	418	77.101	512
77.126	423	77.151	513
77.177	426	77.203	516
77.227	430	77.253	516
77.278	432	77.304	517
77.329	432	77.354	519
77.380	431	77.405	519
77.430	431	77.455	520
77.481	427	77.507	522
77.531	424	77.557	522
77.582	422	77.608	523
77.633	416	77.658	523
77.684	412	77.709	523
77.735	406	77.760	522
77.785	403	77.811	522
77.836	399	77.861	521
77.887	396	77.912	519
77.938	393	77.962	516
77.988	391	78.014	515
78.039	390	78.064	513
78.089	392	78.115	514
78.141	393	78.165	512
78.191	395	78.216	510
78.242	399	78.266	510
78.292	404	78.318	509
78.343	407	78.368	509
78.393	411	78.419	511
78.445	416	78.469	511
78.495	420	78.520	513
78.546	425	78.571	514
78.596	427	78.622	514
78.647	429	78.672	514
78.698	430	78.723	520
78.749	430	78.773	520
78.799	429	78.825	522
78.850	427	78.875	523
78.900	425	78.926	523
78.952	420	78.976	524
79.002	417	79.027	525
79.053	412	79.078	524
79.103	409	79.129	523
79.154	404	79.179	521
79.204	400	79.230	521
79.256	398	79.280	520
79.306	395	79.331	517
79.357	393	79.382	517
79.407	393	79.433	514
79.458	393	79.483	512
79.509	395	79.534	511
79.560	395	79.584	509
79.610	399	79.636	509
79.661	403	79.686	508
79.711	406	79.737	509
79.763	410	79.787	510
79.813	415	79.838	510
79.864	418	79.889	512
79.914	422	79.940	514
79.965	424	79.990	514
80.015	426	80.041	518
80.067	428	80.091	518
80.117	428	80.142	520
80.168	427	80.193	521
80.218	425	80.244	523
80.269	423	80.294	524
80.320	420	80.345	524
80.371	417	80.395	525
80.421	414	80.447	525
80.472	410	80.497	523
80.522	406	80.548	523
80.574	403	80.598	522
80.624	400	80.649	519
80.675	398	80.700	519
80.725	396	80.751	516
80.776	396	80.802	515
80.826	396	80.852	512
80.878	398	80.903	512
80.928	398	80.953	509
80.979	401	81.005	508
81.029	403	81.055	509
81.080	406	81.106	508
81.131	410	81.156	509
81.182	413	81.207	509
81.232	416	81.258	510
81.283	419	81.309	512
81.333	421	81.359	515
81.385	424	81.410	516
81.435	425	81.460	518
81.486	425	81.512	520
81.536	424	81.562	522
81.587	424	81.613	523
81.638	422	81.663	524
81.689	420	81.714	525
81.739	417	81.764	525
81.790	413	81.816	525
81.840	411	81.866	524
81.891	407	81.917	523
81.942	405	81.967	521
81.993	401	82.018	520
82.043	399	82.069	518
82.094	398	82.120	516
82.144	398	82.170	515
82.196	399	82.221	512
82.246	398	82.271	511
82.297	399	82.323	510
82.347	401	82.373	509
82.398	404	82.424	507
82.449	406	82.474	509
82.500	409	82.525	508
82.550	412	82.575	509
82.601	415	82.627	510
82.651	417	82.677	513
82.702	419	82.728	513
82.753	421	82.778	516
82.804	423	82.829	518
82.854	424	82.880	519
82.905	422	82.931	521
82.955	423	82.981	523
83.007	420	83.032	524
83.057	418	83.082	525
83.108	417	83.134	525
83.158	414	83.184	524
83.209	411	83.235	524
83.260	408	83.285	524
83.311	406	83.336	522
83.361	404	83.386	521
83.412	403	83.438	518
83.462	401	83.488	516
83.513	400	83.539	515
83.564	399	83.589	513
83.615	401	83.640	511
83.665	401	83.691	510
83.716	403	83.742	508
83.766	405	83.792	509
83.818	406	83.843	508
83.868	410	83.893	509
83.919	412	83.945	509
83.969	414	83.995	511
84.020	416	84.046	511
84.071	418	84.096	514
84.122	419	84.147	515
84.172	420	84.198	518
84.223	420	84.249	520
84.273	420	84.299	521
84.324	418	84.350	523
84.375	419	84.400	523
84.426	418	84.451	525
84.477	415	84.502	524
84.527	414	84.553	525
84.578	411	84.603	525
84.629	409	84.654	523
84.680	408	84.704	522
84.730	405	84.756	521
84.781	404	84.806	519
84.831	404	84.857	517
84.883	402	84.907	514
84.933	402	84.958	514
84.984	403	85.009	511
85.034	403	85.060	510
85.085	404	85.110	509
85.135	405	85.161	507
85.187	407	85.211	507
85.237	409	85.262	508
85.288	410	85.313	509
85.338	412	85.364	511
85.389	415	85.414	512
85.440	416	85.465	513
85.491	417	85.515	515
85.541	417	85.567	517
85.592	419	85.617	520
85.642	417	85.668	520
85.694	419	85.718	523
85.744	417	85.769	524
85.795	416	85.820	524
85.845	415	85.871	524
85.896	414	85.921	525
85.946	411	85.972	524
85.998	410	86.022	523
86.048	408	86.073	522
86.099	408	86.124	520
86.149	406	86.175	518
86.200	404	86.225	517
86.251	404	86.276	516
86.302	403	86.326	513
86.352	405	86.378	512
86.403	405	86.428	511
86.453	406	86.479	510
86.505	406	86.529	509
86.555	408	86.580	509
86.606	409	86.631	510
86.656	410	86.682	510
86.707	413	86.732	511
86.758	413	86.783	512
86.809	415	86.833	513
86.859	415	86.884	515
86.910	417	86.935	517
86.960	417	86.986	518
87.011	418	87.036	519
87.062	416	87.087	522
87.113	415	87.137	522
87.163	415	87.189	524
87.214	414	87.239	524
87.264	413	87.290	524
87.316	412	87.340	523
87.366	410	87.391	523
87.417	409	87.442	521
87.467	408	87.493	520
87.518	406	87.544	519
87.569	407	87.594	517
87.620	406	87.645	516
87.670	406	87.695	514
87.721	406	87.747	513
87.771	407	87.797	511
87.822	407	87.848	510
87.873	408	87.898	510
87.924	410	87.949	511
87.974	410	88.000	510
88.025	411	88.051	511
88.075	412	88.101	512
88.127	412	88.152	512
88.177	413	88.202	513
88.228	414	88.254	516
88.278	415	88.304	517
88.329	415	88.355	518
88.380	414	88.405	520
88.431	414	88.456	521
88.481	414	88.506	522
88.532	414	88.558	522
88.582	412	88.608	524
88.633	412	88.659	522
88.684	411	88.709	523
88.735	410	88.760	522
88.785	410	88.811	521
88.836	409	88.862	520
88.886	408	88.912	518
88.938	408	88.963	517
88.988	409	89.013	516
89.039	408	89.065	515
89.089	409	89.115	513
89.140	408	89.166	512
89.191	409	89.216	511
89.242	410	89.267	511
89.292	410	89.318	511
89.343	410	89.369	511
89.393	411	89.419	511
89.444	412	89.470	513
89.495	413	89.520	513
89.546	412	89.571	514
89.596	413	89.622	516
89.647	414	89.673	517
89.697	413	89.723	518
89.749	413	89.774	519
89.799	413	89.824	520
89.850	412	89.876	522
89.900	412	89.926	523
89.951	411	89.977	521
90.002	412	90.027	522
90.053	411	90.078	522
90.103	409	90.129	522
90.154	409	90.180	520
90.204	411	90.230	519
90.255	409	90.281	518
90.306	409	90.331	515
90.357	409	90.382	515
90.407	409	90.433	515
90.458	409	90.484	513
90.508	410	90.534	512
90.560	410	90.585	512
90.610	410	90.635	511
90.661	411	90.687	511
90.711	411	90.737	511
90.762	412	90.788	512
90.813	411	90.838	513
90.864	412	90.889	513
90.914	412	90.940	514
90.965	413	90.991	516
91.015	412	91.041	518
91.066	412	91.092	519
91.117	412	91.142	521
91.168	412	91.193	520
91.218	411	91.244	521
91.269	411	91.295	521
91.319	411	91.345	521
91.371	410	91.396	521
91.421	410	91.446	520
91.472	410	91.498	520
91.522	410	91.548	519
91.573	410	91.599	517
91.624	410	91.649	517
91.675	409	91.700	515
91.725	410	91.751	515
91.776	410	91.802	514
91.826	410	91.852	513
91.878	411	91.903	513
91.928	411	91.953	511
91.979	411	92.004	513
92.029	411	92.055	512
92.080	411	92.106	513
92.130	411	92.156	514
92.182	413	92.207	514
92.232	411	92.257	515
92.283	411	92.309	517
92.333	411	92.359	517
92.384	411	92.410	518
92.435	411	92.460	519
92.486	410	92.511	518
92.536	411	92.562	521
92.587	410	92.613	519
92.637	410	92.663	520
92.689	411	92.714	521
92.739	409	92.764	520
92.790	411	92.815	520
92.840	410	92.866	518
92.891	410	92.917	518
92.941	411	92.967	516
92.993	410	93.018	516
93.043	411	93.068	515
93.094	410	93.120	515
93.144	411	93.170	513
93.195	411	93.221	514
93.246	412	93.271	514
93.297	411	93.322	513
93.347	412	93.373	513
93.398	412	93.424	514
93.448	411	93.474	514
93.500	412	93.525	515
93.550	410	93.575	515
93.601	411	93.626	516
93.651	410	93.677	517
93.702	411	93.728	517
93.752	411	93.778	519
93.804	410	93.829	519
93.854	410	93.879	519
93.905	410	93.931	519
93.955	410	93.981	520
94.006	410	94.032	518
94.057	411	94.082	519
94.108	411	94.133	519
94.158	411	94.184	518
94.209	412	94.235	518
94.259	411	94.285	517
94.311	410	94.336	517
94.361	412	94.386	516
94.412	412	94.438	516
94.462	411	94.488	515
94.513	412	94.539	514
94.563	412	94.589	514
94.615	411	94.640	515
94.665	411	94.690	514
94.716	411	94.742	515
94.766	411	94.792	515
94.817	411	94.843	514
94.868	411	94.893	515
94.919	411	94.944	516
94.969	411	94.995	516
95.020	411	95.046	517
95.070	410	95.096	517
95.122	410	95.147	518
95.172	411	95.197	519
95.223	410	95.249	519
95.273	411	95.299	518
95.324	410	95.350	519
95.374	412	95.400	519
95.426	411	95.451	518
95.476	411	95.501	519
95.527	413	95.553	517
95.577	412	95.603	516
95.628	411	95.654	516
95.679	411	95.704	516
95.730	412	95.755	515
95.780	411	95.806	514
95.831	411	95.857	515
95.881	412	95.907	514
95.933	411	95.958	514
95.983	410	96.008	516
96.034	411	96.060	516
96.084	411	96.110	515
96.135	411	96.161	515
96.185	411	96.211	516
96.237	410	96.262	517
96.287	410	96.312	517
96.338	412	96.364	517
96.388	410	96.414	518
96.439	410	96.465	518
96.491	410	96.515	518
96.541	410	96.566	517
96.592	411	96.617	519
96.642	411	96.668	517
96.693	411	96.718	517
96.744	411	96.769	518
96.795	411	96.819	517
96.845	411	96.871	517
96.896	411	96.921	516
96.946	411	96.972	516
96.998	412	97.022	516
97.048	410	97.073	515
97.099	412	97.123	516
97.149	411	97.175	516
97.200	411	97.225	515
97.250	411	97.276	516
97.302	411	97.326	516
97.352	411	97.377	516
97.403	410	97.428	516
97.453	411	97.479	515
97.504	410	97.529	516
97.555	411	97.580	517
97.606	410	97.630	517
97.656	411	97.682	517
97.707	410	97.732	517
97.757	411	97.783	517
97.809	410	97.833	518
97.859	410	97.884	519
97.910	411	97.934	516
97.960	411	97.986	519
98.011	411	98.036	516
98.061	412	98.087	518
98.113	412	98.137	517
98.163	411	98.188	517
98.214	411	98.239	516
98.264	411	98.290	516
98.315	411	98.340	514
98.366	411	98.391	516
98.417	411	98.441	515
98.467	411	98.493	515
98.518	411	98.543	515
98.568	410	98.594	516
98.620	410	98.644	516
98.670	410	98.695	514
98.721	411	98.745	515
98.771	410	98.797	516
98.822	410	98.847	516
